Best Buy,1522.79,Credit Card,2025-04-15,0.0
Chase ,6501.3,Credit Card,2025-04-15,0.0
Sams,4674.14,Credit Card,2025-04-15,0.0
OneMain,11067.91,Car Loan,2025-04-15,0.0
loan,5167.44,Maria,2025-04-15,0.0
